"","Description","Value","Replicate.Name","Retention.Time","Area","Area.with.QC","Precursor.Ion.Name","Background","Height","Mass.Error.PPM","all.Flags","RT.Flag","blank.Flag","height.min.Flag","overloaded.Flag","area.min.Flag","SN.Flag"
"4891",NA,NA,"180205_Smp_L1C33DCMplus10m_C",5.02,61617,61617,"N-Acetyltaurine",0,44884,-1.4,NA,NA,NA,NA,NA,NA,NA
"4892",NA,NA,"180205_Smp_L1C33DCMplus20m_A",16.9,44428,44428,"N-Acetyltaurine",0,30347,-5.8,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4893",NA,NA,"180205_Smp_L1C33DCMplus20m_B",5.26,60696,60696,"N-Acetyltaurine",0,35459,-0.3,NA,NA,NA,NA,NA,NA,NA
"4894",NA,NA,"180205_Smp_L1C33DCMplus20m_C",5.66,52260,52260,"N-Acetyltaurine",0,44218,-2,NA,NA,NA,NA,NA,NA,NA
"4895",NA,NA,"180205_Smp_L2C1DCMless10m_A",NA,NA,NA,"N-Acetyltaurine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4896",NA,NA,"180205_Smp_L2C1DCMless10m_B",NA,NA,NA,"N-Acetyltaurine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4897",NA,NA,"180205_Smp_L2C1DCMless10m_C",10.69,8316,8316,"N-Acetyltaurine",0,6514,-3.1,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4898",NA,NA,"180205_Smp_L2C1DCMless20m_A",11.01,5600,5600,"N-Acetyltaurine",0,5636,-0.1,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4899",NA,NA,"180205_Smp_L2C1DCMless20m_B",NA,NA,NA,"N-Acetyltaurine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4900",NA,NA,"180205_Smp_L2C1DCMless20m_C",NA,NA,NA,"N-Acetyltaurine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4901",NA,NA,"180205_Smp_L2C2DCM_A",NA,NA,NA,"N-Acetyltaurine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4902",NA,NA,"180205_Smp_L2C2DCM_B",NA,NA,NA,"N-Acetyltaurine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4903",NA,NA,"180205_Smp_L2C2DCM_C",10.11,12728,12728,"N-Acetyltaurine",0,9454,-1.6,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4904",NA,NA,"180205_Smp_L2C2DCMplus10m_A",NA,NA,NA,"N-Acetyltaurine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4905",NA,NA,"180205_Smp_L2C2DCMplus10m_B",0.11,108589,108589,"N-Acetyltaurine",0,77882,-3.5,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4906",NA,NA,"180205_Smp_L2C2DCMplus10m_C",17.07,41718,41718,"N-Acetyltaurine",0,26472,-0.6,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4907",NA,NA,"180205_Smp_L2C2DCMplus20m_A",NA,NA,NA,"N-Acetyltaurine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4908",NA,NA,"180205_Smp_L2C2DCMplus20m_B",NA,NA,NA,"N-Acetyltaurine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4909",NA,NA,"180205_Smp_L2C2DCMplus20m_C",10.54,10390,10390,"N-Acetyltaurine",0,7219,-1.3,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4910",NA,NA,"180205_Std_4uMStdsInH2O_1",7.57,252097824,252097824,"Orotic acid",1623408,14226502,-1.7,NA,NA,NA,NA,NA,NA,NA
"4911",NA,NA,"180205_Std_4uMStdsInH2O_2",7.6,267018880,267018880,"Orotic acid",0,6952688,-1.9,NA,NA,NA,NA,NA,NA,NA
"4912",NA,NA,"180205_Std_4uMStdsInMatrix_1",7.64,258701280,258701280,"Orotic acid",0,8220578,-1.4,NA,NA,NA,NA,NA,NA,NA
"4913",NA,NA,"180205_Std_4uMStdsInMatrix_2",7.57,159895184,159895184,"Orotic acid",0,4950976,-1.8,NA,NA,NA,NA,NA,NA,NA
"4914",NA,NA,"180205_Blk_MQBlk_1",8.68,0,NA,"Orotic acid",0,0,NA,"RT.Flag, blank.Flag, height.min.Flag,  area.min.Flag","RT.Flag","blank.Flag","height.min.Flag",NA,"area.min.Flag",NA
"4915",NA,NA,"180205_Blk_MQBlk_2",7.25,55987,55987,"Orotic acid",0,34930,-0.2,NA,NA,NA,NA,NA,NA,NA
"4916",NA,NA,"180205_Blk_MQBlk_3",6.82,0,NA,"Orotic acid",0,0,NA,"RT.Flag, blank.Flag, height.min.Flag,  area.min.Flag","RT.Flag","blank.Flag","height.min.Flag",NA,"area.min.Flag",NA
"4917",NA,NA,"180205_Blk_SWBlk_1",6.58,0,NA,"Orotic acid",0,0,NA,"RT.Flag, blank.Flag, height.min.Flag,  area.min.Flag","RT.Flag","blank.Flag","height.min.Flag",NA,"area.min.Flag",NA
"4918",NA,NA,"180205_Blk_SWBlk_2",6.78,0,NA,"Orotic acid",0,0,NA,"RT.Flag, blank.Flag, height.min.Flag,  area.min.Flag","RT.Flag","blank.Flag","height.min.Flag",NA,"area.min.Flag",NA
"4919",NA,NA,"180205_Blk_SWBlk_3",7.31,0,NA,"Orotic acid",0,0,NA,"blank.Flag, height.min.Flag,  area.min.Flag",NA,"blank.Flag","height.min.Flag",NA,"area.min.Flag",NA
"4920",NA,NA,"180205_Poo_Sept29QC_1",1.31,67257,67257,"Orotic acid",0,69628,-1.4,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4921",NA,NA,"180205_Poo_Sept29QC_2",4.76,46782,46782,"Orotic acid",0,46350,-1.2,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4922",NA,NA,"180205_Poo_Sept29QC_3",11.61,33216,33216,"Orotic acid",0,28585,-0.2,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4923",NA,NA,"180205_Poo_Sept29QC_4",0.07,156542,156542,"Orotic acid",0,116953,-1.1,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4924",NA,NA,"180205_Poo_TruePoo_Full1",0.08,81849,81849,"Orotic acid",0,46072,0,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4925",NA,NA,"180205_Poo_TruePoo_Full2",3.83,66977,66977,"Orotic acid",0,39276,0.1,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4926",NA,NA,"180205_Poo_TruePoo_Full3",10.52,7982,7982,"Orotic acid",0,5869,3,"RT.Flag, blank.Flag","RT.Flag","blank.Flag",NA,NA,NA,NA
"4927",NA,NA,"180205_Poo_TruePoo_Half1",3,64144,64144,"Orotic acid",0,56501,-0.5,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4928",NA,NA,"180205_Poo_TruePoo_Half2",1.37,60193,60193,"Orotic acid",0,52073,-2.7,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4929",NA,NA,"180205_Poo_TruePoo_Half3",NA,NA,NA,"Orotic acid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4930",NA,NA,"180205_Smp_L1C32DCMless10m_A",8.29,45055,45055,"Orotic acid",0,33095,-0.1,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4931",NA,NA,"180205_Smp_L1C32DCMless10m_B",6.7,57920,57920,"Orotic acid",0,45531,-2.6,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4932",NA,NA,"180205_Smp_L1C32DCMless10m_C",2.94,58848,58848,"Orotic acid",0,53964,-4.5,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4933",NA,NA,"180205_Smp_L1C32DCMless20m_A",13.24,36399,36399,"Orotic acid",0,36667,-0.5,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4934",NA,NA,"180205_Smp_L1C32DCMless20m_B",10.52,9731,9731,"Orotic acid",0,6482,3.7,"RT.Flag, blank.Flag","RT.Flag","blank.Flag",NA,NA,NA,NA
"4935",NA,NA,"180205_Smp_L1C32DCMless20m_C",5.52,46519,46519,"Orotic acid",0,40837,-0.9,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4936",NA,NA,"180205_Smp_L1C33DCM_A",0.07,93958,93958,"Orotic acid",0,77830,0,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4937",NA,NA,"180205_Smp_L1C33DCM_B",0.15,154858,154858,"Orotic acid",0,55483,-0.5,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4938",NA,NA,"180205_Smp_L1C33DCM_C",NA,NA,NA,"Orotic acid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4939",NA,NA,"180205_Smp_L1C33DCMplus10m_A",7.22,41529,41529,"Orotic acid",0,43033,-0.8,NA,NA,NA,NA,NA,NA,NA
"4940",NA,NA,"180205_Smp_L1C33DCMplus10m_B",20.88,42400,42400,"Orotic acid",0,25618,0.7,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4941",NA,NA,"180205_Smp_L1C33DCMplus10m_C",2.86,45038,45038,"Orotic acid",0,43699,-3.7,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4942",NA,NA,"180205_Smp_L1C33DCMplus20m_A",0.09,65892,65892,"Orotic acid",0,36183,-1.7,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4943",NA,NA,"180205_Smp_L1C33DCMplus20m_B",0.15,58565,58565,"Orotic acid",0,41202,-0.7,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4944",NA,NA,"180205_Smp_L1C33DCMplus20m_C",NA,NA,NA,"Orotic acid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4945",NA,NA,"180205_Smp_L2C1DCMless10m_A",0.07,26830,26830,"Orotic acid",0,26737,-0.1,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4946",NA,NA,"180205_Smp_L2C1DCMless10m_B",11.35,26772,26772,"Orotic acid",0,26039,0.3,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4947",NA,NA,"180205_Smp_L2C1DCMless10m_C",NA,NA,NA,"Orotic acid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4948",NA,NA,"180205_Smp_L2C1DCMless20m_A",10.27,111752,111752,"Orotic acid",0,28265,8.9,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4949",NA,NA,"180205_Smp_L2C1DCMless20m_B",4.02,60352,60352,"Orotic acid",0,46452,-2.1,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4950",NA,NA,"180205_Smp_L2C1DCMless20m_C",7.24,38514,38514,"Orotic acid",0,34473,-0.7,NA,NA,NA,NA,NA,NA,NA
"4951",NA,NA,"180205_Smp_L2C2DCM_A",6.24,54070,54070,"Orotic acid",0,56395,-0.1,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4952",NA,NA,"180205_Smp_L2C2DCM_B",NA,NA,NA,"Orotic acid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4953",NA,NA,"180205_Smp_L2C2DCM_C",NA,NA,NA,"Orotic acid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4954",NA,NA,"180205_Smp_L2C2DCMplus10m_A",6.63,52072,52072,"Orotic acid",0,37419,-4.8,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4955",NA,NA,"180205_Smp_L2C2DCMplus10m_B",3.76,53812,53812,"Orotic acid",0,54223,0,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4956",NA,NA,"180205_Smp_L2C2DCMplus10m_C",6.76,44294,44294,"Orotic acid",0,37521,-0.1,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4957",NA,NA,"180205_Smp_L2C2DCMplus20m_A",21.52,39953,39953,"Orotic acid",0,21583,0.4,"RT.Flag","RT.Flag",NA,NA,NA,NA,NA
"4958",NA,NA,"180205_Smp_L2C2DCMplus20m_B",0.09,4111,4111,"Orotic acid",0,3407,-0.2,"RT.Flag, blank.Flag","RT.Flag","blank.Flag",NA,NA,NA,NA
"4959",NA,NA,"180205_Smp_L2C2DCMplus20m_C",NA,NA,NA,"Orotic acid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4960",NA,NA,"180205_Std_4uMStdsInH2O_1",15.01,50531024,50531024,"Oxalic acid",12761,1784102,-7,NA,NA,NA,NA,NA,NA,NA
"4961",NA,NA,"180205_Std_4uMStdsInH2O_2",15.96,1091088,1091088,"Oxalic acid",0,76848,-4.3,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"4962",NA,NA,"180205_Std_4uMStdsInMatrix_1",14.66,40096996,40096996,"Oxalic acid",0,1496977,-6.9,NA,NA,NA,NA,NA,NA,NA
"4963",NA,NA,"180205_Std_4uMStdsInMatrix_2",16.02,2316561,2316561,"Oxalic acid",0,142285,-6.6,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"4964",NA,NA,"180205_Blk_MQBlk_1",15.1,62597968,62597968,"Oxalic acid",0,2115270,-6.7,NA,NA,NA,NA,NA,NA,NA
"4965",NA,NA,"180205_Blk_MQBlk_2",16.09,1869690,1869690,"Oxalic acid",0,142428,-6.3,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"4966",NA,NA,"180205_Blk_MQBlk_3",16,796951,796951,"Oxalic acid",0,125102,-5.8,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"4967",NA,NA,"180205_Blk_SWBlk_1",15.71,583884,583884,"Oxalic acid",0,117495,-6.3,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"4968",NA,NA,"180205_Blk_SWBlk_2",16.42,1362226,1362226,"Oxalic acid",0,102598,-5.8,"RT.Flag, blank.Flag","RT.Flag","blank.Flag",NA,NA,NA,NA
"4969",NA,NA,"180205_Blk_SWBlk_3",16.17,776536,776536,"Oxalic acid",0,115724,-6,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"4970",NA,NA,"180205_Poo_Sept29QC_1",15.12,39577904,39577904,"Oxalic acid",0,875924,-6.7,NA,NA,NA,NA,NA,NA,NA
"4971",NA,NA,"180205_Poo_Sept29QC_2",16.29,533953,533953,"Oxalic acid",0,80916,-6.1,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"4972",NA,NA,"180205_Poo_Sept29QC_3",16.17,704452,704452,"Oxalic acid",0,89630,-7.2,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"4973",NA,NA,"180205_Poo_Sept29QC_4",16.32,326270,326270,"Oxalic acid",0,112527,-5.9,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"4974",NA,NA,"180205_Poo_TruePoo_Full1",15.39,63029048,63029048,"Oxalic acid",0,1319006,-6.6,NA,NA,NA,NA,NA,NA,NA
"4975",NA,NA,"180205_Poo_TruePoo_Full2",16.16,548361,548361,"Oxalic acid",0,90926,-5.7,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"4976",NA,NA,"180205_Poo_TruePoo_Full3",16.05,755234,755234,"Oxalic acid",0,129302,-6.5,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"4977",NA,NA,"180205_Poo_TruePoo_Half1",15.5,50443336,50443336,"Oxalic acid",0,1175566,-6.7,NA,NA,NA,NA,NA,NA,NA
"4978",NA,NA,"180205_Poo_TruePoo_Half2",16.19,297792,297792,"Oxalic acid",0,71087,-2.1,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"4979",NA,NA,"180205_Poo_TruePoo_Half3",16.25,475917,475917,"Oxalic acid",0,95700,-6.7,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"4980",NA,NA,"180205_Smp_L1C32DCMless10m_A",16.37,60921860,60921860,"Oxalic acid",0,915117,-6.6,NA,NA,NA,NA,NA,NA,NA
"4981",NA,NA,"180205_Smp_L1C32DCMless10m_B",15.97,405412,405412,"Oxalic acid",0,85764,-6.7,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"4982",NA,NA,"180205_Smp_L1C32DCMless10m_C",16.25,832417,832417,"Oxalic acid",0,99413,-6.1,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"4983",NA,NA,"180205_Smp_L1C32DCMless20m_A",14.99,764813,764813,"Oxalic acid",0,181715,-6.9,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"4984",NA,NA,"180205_Smp_L1C32DCMless20m_B",16.2,2055024,2055024,"Oxalic acid",0,127408,-6,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"4985",NA,NA,"180205_Smp_L1C32DCMless20m_C",16.19,2449706,2449706,"Oxalic acid",0,121671,-6.6,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"4986",NA,NA,"180205_Smp_L1C33DCM_A",14.99,115611,115611,"Oxalic acid",0,90590,-5.5,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"4987",NA,NA,"180205_Smp_L1C33DCM_B",16.35,636354,636354,"Oxalic acid",0,106717,-6.7,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"4988",NA,NA,"180205_Smp_L1C33DCM_C",16.19,2047301,2047301,"Oxalic acid",0,114481,-6.2,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"4989",NA,NA,"180205_Smp_L1C33DCMplus10m_A",15.56,69185288,69185288,"Oxalic acid",0,1065969,-6.7,NA,NA,NA,NA,NA,NA,NA
"4990",NA,NA,"180205_Smp_L1C33DCMplus10m_B",16.19,958270,958270,"Oxalic acid",0,96277,-5.7,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"4991",NA,NA,"180205_Smp_L1C33DCMplus10m_C",16.09,653648,653648,"Oxalic acid",0,97708,-5.1,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"4992",NA,NA,"180205_Smp_L1C33DCMplus20m_A",16.38,564402,564402,"Oxalic acid",0,77503,-5.8,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"4993",NA,NA,"180205_Smp_L1C33DCMplus20m_B",15.96,437388,437388,"Oxalic acid",0,76323,-5,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"4994",NA,NA,"180205_Smp_L1C33DCMplus20m_C",16.06,820141,820141,"Oxalic acid",0,102087,-5,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"4995",NA,NA,"180205_Smp_L2C1DCMless10m_A",16.58,1998098,1998098,"Oxalic acid",0,97939,-5.6,"RT.Flag, blank.Flag","RT.Flag","blank.Flag",NA,NA,NA,NA
"4996",NA,NA,"180205_Smp_L2C1DCMless10m_B",16.28,1609740,1609740,"Oxalic acid",0,150764,-6.5,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"4997",NA,NA,"180205_Smp_L2C1DCMless10m_C",16.02,402572,402572,"Oxalic acid",0,88326,-4.9,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"4998",NA,NA,"180205_Smp_L2C1DCMless20m_A",15.5,67200568,67200568,"Oxalic acid",0,1415381,-6.7,NA,NA,NA,NA,NA,NA,NA
"4999",NA,NA,"180205_Smp_L2C1DCMless20m_B",16.17,622677,622677,"Oxalic acid",254547,88436,-5.9,"blank.Flag,    SN.Flag",NA,"blank.Flag",NA,NA,NA,"SN.Flag"
"5000",NA,NA,"180205_Smp_L2C1DCMless20m_C",16.12,433771,433771,"Oxalic acid",0,85361,-4.9,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"5001",NA,NA,"180205_Smp_L2C2DCM_A",16.41,852707,852707,"Oxalic acid",0,117137,-6.6,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"5002",NA,NA,"180205_Smp_L2C2DCM_B",16.23,3374867,3374867,"Oxalic acid",0,125020,-6.5,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"5003",NA,NA,"180205_Smp_L2C2DCM_C",16.19,1976132,1976132,"Oxalic acid",0,105507,-5.6,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"5004",NA,NA,"180205_Smp_L2C2DCMplus10m_A",16.16,64987996,64987996,"Oxalic acid",0,1409400,-6.6,NA,NA,NA,NA,NA,NA,NA
"5005",NA,NA,"180205_Smp_L2C2DCMplus10m_B",16.28,2562568,2562568,"Oxalic acid",113959,150491,-6.6,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"5006",NA,NA,"180205_Smp_L2C2DCMplus10m_C",15.93,1260442,1260442,"Oxalic acid",0,142771,-7.4,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"5007",NA,NA,"180205_Smp_L2C2DCMplus20m_A",14.71,7234903,7234903,"Oxalic acid",0,333517,-6.5,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"5008",NA,NA,"180205_Smp_L2C2DCMplus20m_B",16.2,2130744,2130744,"Oxalic acid",0,138846,-6.1,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"5009",NA,NA,"180205_Smp_L2C2DCMplus20m_C",16.14,3269796,3269796,"Oxalic acid",0,144594,-6.8,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"5010",NA,NA,"180205_Std_4uMStdsInH2O_1",2.31,190537024,190537024,"Salicylic acid",1584926,35201356,-3.2,NA,NA,NA,NA,NA,NA,NA
"5011",NA,NA,"180205_Std_4uMStdsInH2O_2",2.26,247900960,247900960,"Salicylic acid",0,29142846,-3.3,NA,NA,NA,NA,NA,NA,NA
"5012",NA,NA,"180205_Std_4uMStdsInMatrix_1",2.32,159816816,159816816,"Salicylic acid",1679077,29583538,-2.8,NA,NA,NA,NA,NA,NA,NA
"5013",NA,NA,"180205_Std_4uMStdsInMatrix_2",2.26,241963616,241963616,"Salicylic acid",0,28018840,-3.2,NA,NA,NA,NA,NA,NA,NA
"5014",NA,NA,"180205_Blk_MQBlk_1",2.32,239832,239832,"Salicylic acid",0,106624,-0.4,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"5015",NA,NA,"180205_Blk_MQBlk_2",2.35,143850,143850,"Salicylic acid",0,73857,-3.4,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"5016",NA,NA,"180205_Blk_MQBlk_3",2.29,2008413,2008413,"Salicylic acid",0,284820,-2.8,NA,NA,NA,NA,NA,NA,NA
"5017",NA,NA,"180205_Blk_SWBlk_1",2.32,64581,64581,"Salicylic acid",0,49464,-0.7,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"5018",NA,NA,"180205_Blk_SWBlk_2",2.32,65198,65198,"Salicylic acid",0,67372,-1.8,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"5019",NA,NA,"180205_Blk_SWBlk_3",2.28,111400,111400,"Salicylic acid",0,58195,-2.8,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"5020",NA,NA,"180205_Poo_Sept29QC_1",2.32,291343,291343,"Salicylic acid",0,104357,-1.5,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"5021",NA,NA,"180205_Poo_Sept29QC_2",2.32,161030,161030,"Salicylic acid",0,106962,-3.3,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"5022",NA,NA,"180205_Poo_Sept29QC_3",2.29,511507,511507,"Salicylic acid",0,114881,-3,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"5023",NA,NA,"180205_Poo_Sept29QC_4",2.31,253484,253484,"Salicylic acid",0,113097,-2.7,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"5024",NA,NA,"180205_Poo_TruePoo_Full1",2.29,151661,151661,"Salicylic acid",0,82887,-3.1,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"5025",NA,NA,"180205_Poo_TruePoo_Full2",2.29,258428,258428,"Salicylic acid",0,105775,-3.7,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"5026",NA,NA,"180205_Poo_TruePoo_Full3",2.25,200115,200115,"Salicylic acid",0,93521,-2.9,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"5027",NA,NA,"180205_Poo_TruePoo_Half1",2.37,198464,198464,"Salicylic acid",0,74903,-2.4,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"5028",NA,NA,"180205_Poo_TruePoo_Half2",2.32,70643,70643,"Salicylic acid",0,59334,-0.7,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"5029",NA,NA,"180205_Poo_TruePoo_Half3",2.45,52011,52011,"Salicylic acid",0,34194,-1.2,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"5030",NA,NA,"180205_Smp_L1C32DCMless10m_A",2.32,189396,189396,"Salicylic acid",0,72426,-1.9,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"5031",NA,NA,"180205_Smp_L1C32DCMless10m_B",2.34,85365,85365,"Salicylic acid",0,86988,-0.2,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"5032",NA,NA,"180205_Smp_L1C32DCMless10m_C",2.28,315778,315778,"Salicylic acid",0,107476,-1.9,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"5033",NA,NA,"180205_Smp_L1C32DCMless20m_A",2.32,403666,403666,"Salicylic acid",0,91381,-1.9,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"5034",NA,NA,"180205_Smp_L1C32DCMless20m_B",2.23,185912,185912,"Salicylic acid",0,40045,-1.8,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"5035",NA,NA,"180205_Smp_L1C32DCMless20m_C",2.28,235494,235494,"Salicylic acid",0,65266,-2.3,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"5036",NA,NA,"180205_Smp_L1C33DCM_A",0.14,179992,179992,"Salicylic acid",0,115034,-2,"RT.Flag, blank.Flag","RT.Flag","blank.Flag",NA,NA,NA,NA
"5037",NA,NA,"180205_Smp_L1C33DCM_B",2.31,118313,118313,"Salicylic acid",0,54483,-0.7,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"5038",NA,NA,"180205_Smp_L1C33DCM_C",2.25,89993,89993,"Salicylic acid",0,45628,-3.3,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"5039",NA,NA,"180205_Smp_L1C33DCMplus10m_A",2.32,219799,219799,"Salicylic acid",0,83526,-3.3,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"5040",NA,NA,"180205_Smp_L1C33DCMplus10m_B",2.29,347401,347401,"Salicylic acid",0,91734,-2.2,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"5041",NA,NA,"180205_Smp_L1C33DCMplus10m_C",2.28,370704,370704,"Salicylic acid",0,134076,-2.1,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"5042",NA,NA,"180205_Smp_L1C33DCMplus20m_A",2.32,172197,172197,"Salicylic acid",0,69754,-2.2,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"5043",NA,NA,"180205_Smp_L1C33DCMplus20m_B",0.14,331807,331807,"Salicylic acid",0,86256,-1.8,"RT.Flag, blank.Flag","RT.Flag","blank.Flag",NA,NA,NA,NA
"5044",NA,NA,"180205_Smp_L1C33DCMplus20m_C",0.5,73709,73709,"Salicylic acid",0,50579,1.9,"RT.Flag, blank.Flag","RT.Flag","blank.Flag",NA,NA,NA,NA
"5045",NA,NA,"180205_Smp_L2C1DCMless10m_A",2.31,197024,197024,"Salicylic acid",0,71116,-2,"blank.Flag",NA,"blank.Flag",NA,NA,NA,NA
"5046",NA,NA,"180205_Smp_L2C1DCMless10m_B",1.76,67818,67818,"Salicylic acid",0,51360,-2,"RT.Flag, blank.Flag","RT.Flag","blank.Flag",NA,NA,NA,NA
